3814.0	8298.0	4886.0	868.0	35.0
8606.0	11386.0	3820.0	340.0	5.0
18516.0	17911.0	4666.0	350.0	5.0
2850.0	7006.0	4530.0	854.0	35.0
4976.0	9710.0	5250.0	882.0	35.0
2084.0	6786.0	6601.0	2220.0	210.0
4643.0	10462.0	7174.0	1752.0	126.0
2602.0	7378.0	6103.0	1692.0	126.0
12144.0	18835.0	8915.0	1484.0	70.0
13558.0	16576.0	5697.0	610.0	15.0
8397.0	14524.0	7567.0	1372.0	70.0
3208.0	7896.0	5495.0	1232.0	70.0
4976.0	9710.0	5250.0	882.0	35.0
9688.0	14749.0	6513.0	945.0	35.0
3208.0	7896.0	5495.0	1232.0	70.0
7408.0	11416.0	4738.0	580.0	15.0
938.0	3922.0	4404.0	1512.0	126.0
6210.0	11262.0	5733.0	917.0	35.0
3622.0	9782.0	8128.0	2415.0	210.0
30195.0	28165.0	7656.0	680.0	15.0
4108.0	9320.0	6067.0	1288.0	70.0
756.0	3496.0	4535.0	1905.0	210.0
15472.0	16151.0	4478.0	350.0	5.0
6358.0	11246.0	5622.0	896.0	35.0
5308.0	10909.0	6554.0	1316.0	70.0
1136.0	4488.0	5136.0	1980.0	210.0
2172.0	6841.0	6503.0	2175.0	210.0
8606.0	11386.0	3820.0	340.0	5.0
11624.0	16765.0	7052.0	980.0	35.0
938.0	3922.0	4404.0	1512.0	126.0
1968.0	6118.0	5455.0	1608.0	126.0
2372.0	6588.0	5041.0	1204.0	70.0
4224.0	9337.0	5962.0	1260.0	70.0
13018.0	14384.0	4183.0	340.0	5.0
22649.0	22928.0	6723.0	640.0	15.0
7244.0	11458.0	4845.0	595.0	15.0
2690.0	7420.0	6009.0	1656.0	126.0
32083.0	18398.0	2412.0	62.0	0.0
2172.0	6841.0	6503.0	2175.0	210.0
4846.0	9714.0	5355.0	903.0	35.0
1894.0	6070.0	5541.0	1644.0	126.0
6210.0	11262.0	5733.0	917.0	35.0
22251.0	19606.0	4735.0	340.0	5.0
276.0	1894.0	3825.0	2618.0	495.0
6730.0	12642.0	7054.0	1344.0	70.0
374.0	2282.0	3922.0	2200.0	330.0
6210.0	11262.0	5733.0	917.0	35.0
3208.0	7896.0	5495.0	1232.0	70.0
3472.0	8831.0	6684.0	1740.0	126.0
7408.0	11416.0	4738.0	580.0	15.0
4846.0	9714.0	5355.0	903.0	35.0
14888.0	13768.0	3105.0	168.0	1.0
9236.0	12991.0	5013.0	585.0	15.0
4524.0	10435.0	7284.0	1788.0	126.0
5308.0	10909.0	6554.0	1316.0	70.0
4108.0	9320.0	6067.0	1288.0	70.0
7408.0	11416.0	4738.0	580.0	15.0
22352.0	23071.0	6862.0	655.0	15.0
2372.0	6588.0	5041.0	1204.0	70.0
10656.0	12838.0	4001.0	340.0	5.0
4108.0	9320.0	6067.0	1288.0	70.0
4224.0	9337.0	5962.0	1260.0	70.0
9483.0	14802.0	6644.0	966.0	35.0
62.0	698.0	2276.0	2444.0	715.0
4108.0	9320.0	6067.0	1288.0	70.0
7408.0	11416.0	4738.0	580.0	15.0
6580.0	12644.0	7174.0	1372.0	70.0
10144.0	16587.0	8227.0	1428.0	70.0
4108.0	9320.0	6067.0	1288.0	70.0
18861.0	20853.0	6558.0	650.0	15.0
15472.0	16151.0	4478.0	350.0	5.0
6210.0	11262.0	5733.0	917.0	35.0
5441.0	10916.0	6442.0	1288.0	70.0
7408.0	11416.0	4738.0	580.0	15.0
1390.0	4954.0	4920.0	1560.0	126.0
9298.0	14841.0	6769.0	987.0	35.0
11851.0	16696.0	6915.0	959.0	35.0
5441.0	10916.0	6442.0	1288.0	70.0
1628.0	5619.0	5763.0	2055.0	210.0
6358.0	11246.0	5622.0	896.0	35.0
13018.0	14384.0	4183.0	340.0	5.0
3208.0	7896.0	5495.0	1232.0	70.0
8228.0	14538.0	7694.0	1400.0	70.0
17880.0	15205.0	3204.0	166.0	1.0
11148.0	14753.0	5409.0	605.0	15.0
13558.0	16576.0	5697.0	610.0	15.0
4224.0	9337.0	5962.0	1260.0	70.0
5176.0	10900.0	6667.0	1344.0	70.0
6210.0	11262.0	5733.0	917.0	35.0
15719.0	16026.0	4366.0	340.0	5.0
1136.0	4488.0	5136.0	1980.0	210.0
17880.0	15205.0	3204.0	166.0	1.0
3814.0	8298.0	4886.0	868.0	35.0
8606.0	11386.0	3820.0	340.0	5.0
4224.0	9337.0	5962.0	1260.0	70.0
9688.0	14749.0	6513.0	945.0	35.0
3575.0	8866.0	6582.0	1704.0	126.0
608.0	3086.0	4568.0	2310.0	330.0
19156.0	20713.0	6418.0	635.0	15.0
9483.0	14802.0	6644.0	966.0	35.0
11851.0	16696.0	6915.0	959.0	35.0
6580.0	12644.0	7174.0	1372.0	70.0
3814.0	8298.0	4886.0	868.0	35.0
1628.0	5619.0	5763.0	2055.0	210.0
19156.0	20713.0	6418.0	635.0	15.0
15472.0	16151.0	4478.0	350.0	5.0
1136.0	4488.0	5136.0	1980.0	210.0
21660.0	19936.0	4976.0	360.0	5.0
11624.0	16765.0	7052.0	980.0	35.0
1968.0	6118.0	5455.0	1608.0	126.0
4976.0	9710.0	5250.0	882.0	35.0
12260.0	12404.0	3005.0	170.0	1.0
11353.0	14680.0	5292.0	590.0	15.0
4846.0	9714.0	5355.0	903.0	35.0
24754.0	18510.0	3504.0	168.0	1.0
3814.0	8298.0	4886.0	868.0	35.0
16060.0	18626.0	6117.0	630.0	15.0
3370.0	8794.0	6787.0	1776.0	126.0
926.0	4026.0	5248.0	2420.0	330.0
9052.0	13048.0	5125.0	600.0	15.0
11644.0	16752.0	7045.0	980.0	35.0
9688.0	14749.0	6513.0	945.0	35.0
1628.0	5619.0	5763.0	2055.0	210.0
24754.0	18510.0	3504.0	168.0	1.0
1288.0	5043.0	6029.0	2585.0	330.0
9236.0	12991.0	5013.0	585.0	15.0
23048.0	26306.0	9068.0	1078.0	35.0
15472.0	16151.0	4478.0	350.0	5.0
1564.0	5560.0	5841.0	2100.0	210.0
13018.0	14384.0	4183.0	340.0	5.0
11148.0	14753.0	5409.0	605.0	15.0
6358.0	11246.0	5622.0	896.0	35.0
7983.0	12910.0	6002.0	910.0	35.0
9236.0	12991.0	5013.0	585.0	15.0
15472.0	16151.0	4478.0	350.0	5.0
4976.0	9710.0	5250.0	882.0	35.0
4108.0	9320.0	6067.0	1288.0	70.0
6210.0	11262.0	5733.0	917.0	35.0
3208.0	7896.0	5495.0	1232.0	70.0
9052.0	13048.0	5125.0	600.0	15.0
368.0	2279.0	4394.0	3146.0	715.0
21636.0	19955.0	4981.0	360.0	5.0
2249.0	6896.0	6416.0	2130.0	210.0
8397.0	14524.0	7567.0	1372.0	70.0
4976.0	9710.0	5250.0	882.0	35.0
4976.0	9710.0	5250.0	882.0	35.0
18516.0	17911.0	4666.0	350.0	5.0
33822.0	26674.0	5830.0	380.0	5.0
8060.0	14550.0	7822.0	1428.0	70.0
14102.0	18856.0	7461.0	994.0	35.0
13558.0	16576.0	5697.0	610.0	15.0
9688.0	14749.0	6513.0	945.0	35.0
2602.0	7378.0	6103.0	1692.0	126.0
4108.0	9320.0	6067.0	1288.0	70.0
6881.0	12638.0	6935.0	1316.0	70.0
9052.0	13048.0	5125.0	600.0	15.0
2690.0	7420.0	6009.0	1656.0	126.0
5308.0	10909.0	6554.0	1316.0	70.0
10944.0	14824.0	5527.0	620.0	15.0
10656.0	12838.0	4001.0	340.0	5.0
21317.0	20137.0	5108.0	370.0	5.0
2836.0	8224.0	7288.0	2295.0	210.0
12059.0	16638.0	6786.0	938.0	35.0
2172.0	6841.0	6503.0	2175.0	210.0
16060.0	18626.0	6117.0	630.0	15.0
608.0	3086.0	4568.0	2310.0	330.0
24014.0	15202.0	2172.0	60.0	0.0
24436.0	18716.0	3610.0	174.0	1.0
24754.0	18510.0	3504.0	168.0	1.0
3814.0	8298.0	4886.0	868.0	35.0
8228.0	14538.0	7694.0	1400.0	70.0
574.0	3018.0	4615.0	2365.0	330.0
21955.0	19772.0	4855.0	350.0	5.0
4976.0	9710.0	5250.0	882.0	35.0
3472.0	8831.0	6684.0	1740.0	126.0
7983.0	12910.0	6002.0	910.0	35.0
3814.0	8298.0	4886.0	868.0	35.0
608.0	3086.0	4568.0	2310.0	330.0
6210.0	11262.0	5733.0	917.0	35.0
5308.0	10909.0	6554.0	1316.0	70.0
5308.0	10909.0	6554.0	1316.0	70.0
22649.0	22928.0	6723.0	640.0	15.0
7983.0	12910.0	6002.0	910.0	35.0
6358.0	11246.0	5622.0	896.0	35.0
4108.0	9320.0	6067.0	1288.0	70.0
4559.0	11523.0	9013.0	2535.0	210.0
9875.0	14706.0	6390.0	924.0	35.0
15719.0	16026.0	4366.0	340.0	5.0
6210.0	11262.0	5733.0	917.0	35.0
9688.0	14749.0	6513.0	945.0	35.0
7816.0	12939.0	6119.0	931.0	35.0
37627.0	19504.0	2347.0	57.0	0.0
15472.0	16151.0	4478.0	350.0	5.0
5494.0	12161.0	8151.0	1908.0	126.0
13785.0	16486.0	5575.0	595.0	15.0
22251.0	19606.0	4735.0	340.0	5.0
756.0	3496.0	4535.0	1905.0	210.0
2372.0	6588.0	5041.0	1204.0	70.0
5844.0	9952.0	4467.0	575.0	15.0
6358.0	11246.0	5622.0	896.0	35.0
9236.0	12991.0	5013.0	585.0	15.0
19429.0	20588.0	6285.0	620.0	15.0
24014.0	15202.0	2172.0	60.0	0.0
13831.0	18955.0	7612.0	1015.0	35.0
6580.0	12644.0	7174.0	1372.0	70.0
1288.0	5043.0	6029.0	2585.0	330.0
7983.0	12910.0	6002.0	910.0	35.0
20075.0	23506.0	8317.0	1022.0	35.0
11624.0	16765.0	7052.0	980.0	35.0
1628.0	5619.0	5763.0	2055.0	210.0
8397.0	14524.0	7567.0	1372.0	70.0
16559.0	18412.0	5862.0	600.0	15.0
21317.0	20137.0	5108.0	370.0	5.0
